WED,CSE-19,---,X,C25-A-313,ML,CC|SPM|NLP|CV,C25-A-201,AI,C25-A-201,HSE,X,---,X,---,X,---,X,X
THU,CSE-19,---,X,C25-B-101,HSE,CC|SPM|NLP|CV,C25-B-307,ML,C25-A-202(L),AI(L),AI(L),---,X,---,X,---,X,X
FRI,CSE-19,---,X,C25-A-313,HSE,AI,C25-A-113,UHV,C25-A-113,ML,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-20,---,X,C25-A-310,CC|SPM|NLP|CV,AI,C25-A-310,UHV,C25-A-310,ML,X,---,X,---,X,---,X,X
TUE,CSE-20,---,X,---,X,HSE,C25-B-004(L),AD,C25-B-004(L),AD(L),AD(L),---,X,---,X,---,X,X
WED,CSE-20,---,X,C25-B-019,UHV,CC|SPM|NLP|CV,C25-A-206,ML,C25-A-206,HSE,X,---,X,---,X,---,X,X
THU,CSE-20,---,X,C25-B-106,HSE,ML,C25-A-110,UHV,C25-A-110,AI,X,---,X,---,X,---,X,X
FRI,CSE-20,C25-A-010,ML,C25-A-112(L),AI(L),AI(L),C25-A-201,CC|SPM|NLP|CV,C25-A-201,AI,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-21,C25-A-213,ML,C25-A-204(L),AI(L),AI(L),C25-A-111,CC|SPM|NLP|CV,C25-A-111,UHV,X,---,X,---,X,---,X,X
TUE,CSE-21,---,X,C25-B-019,HSE,ML,C25-A-207,AI,C25-A-207,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
WED,CSE-21,---,X,---,X,HSE,C25-A-203(L),AD,C25-A-203(L),AD(L),AD(L),---,X,---,X,---,X,X
THU,CSE-21,---,X,C25-B-107,ML,AI,C25-A-111,UHV,C25-A-111,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
FRI,CSE-21,---,X,C25-B-019,HSE,ML,C25-B-207,UHV,C25-B-207,AI,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-22,C25-A-311,CC|SPM|NLP|CV,C25-A-311,ML,UHV,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-22,C25-A-011,ML,C25-A-202(L),AI(L),AI(L),C25-A-208,UHV,C25-A-208,AI,X,---,X,---,X,---,X,X
WED,CSE-22,---,X,C25-B-106,CC|SPM|NLP|CV,ML,C25-A-207,AI,C25-A-207,HSE,X,---,X,---,X,---,X,X
THU,CSE-22,---,X,C25-B-108,HSE,UHV,C25-A-203(L),AD,C25-A-203(L),AD(L),AD(L),---,X,---,X,---,X,X
FRI,CSE-22,---,X,C25-B-101,HSE,AI,C25-A-207,CC|SPM|NLP|CV,C25-A-207,ML,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-23,C25-A-313,UHV,C25-A-313,AI,ML,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-23,---,X,C25-B-101,HSE,ML,C25-A-101,AI,C25-A-101,CC|SPM|NLP|CV,X,---,X,---,X,---,X,X
WED,CSE-23,C25-A-206,ML,C25-A-112(L),AI(L),AI(L),C25-A-208,UHV,C25-A-208,HSE,X,---,X,---,X,---,X,X
THU,CSE-23,---,X,C25-B-109,CC|SPM|NLP|CV,AI,C25-A-113,UHV,C25-A-113,ML,X,---,X,---,X,---,X,X
FRI,CSE-23,---,X,C25-B-106,HSE,CC|SPM|NLP|CV,C25-A-112(L),AD,C25-A-112(L),AD(L),AD(L),---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-24,---,X,C25-B-019,HSE,UHV,C25-A-104(L),AD,C25-A-104(L),AD(L),AD(L),---,X,---,X,---,X,X
TUE,CSE-24,C25-B-106,ML,C25-B-106,CC|SPM|NLP|CV,UHV,---,X,---,X,X,---,X,---,X,---,X,X
WED,CSE-24,---,X,C25-B-107,CC|SPM|NLP|CV,AI,C25-A-209,ML,C25-A-209,HSE,X,---,X,---,X,---,X,X
THU,CSE-24,C25-A-008,AI,C25-A-103(L),AI(L),AI(L),C25-A-201,UHV,C25-A-201,ML,X,---,X,---,X,---,X,X
FRI,CSE-24,---,X,C25-B-107,HSE,AI,C25-A-208,CC|SPM|NLP|CV,C25-A-208,ML,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
