DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-20,C25-A-113,DAA,C25-A-113,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-20,C25-B-013,CN,C25-B-312(L),CN(L),CN(L),C25-B-110,EE,C25-B-110,DAA,SE,---,X,---,X,---,X,X
WED,CSE-20,C25-A-208,SE,C25-A-208,DAA,CN,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-20,C25-A-209,SE,C25-A-209,CN,EE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-20,---,X,C25-A-203(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-21,---,X,C25-A-204(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-21,C25-B-213,CN,C25-B-213,EE,SE,C25-A-214,DAA,C25-A-104(L),CN(L),CN(L),---,X,---,X,---,X,X
WED,CSE-21,C25-A-209,DAA,C25-A-209,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-21,C25-A-210,CN,C25-A-210,SE,DAA,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-21,C25-A-201,EE,C25-A-201,SE,CN,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-22,C25-A-215,SE,C25-A-212(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-22,---,X,---,X,X,C25-A-215,DAA,C25-A-202(L),CN(L),CN(L),---,X,C25-A-106,SE,C25-A-106,EE,X
WED,CSE-22,C25-A-210,CN,C25-A-210,DAA,EE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-22,C25-A-211,EE,C25-A-211,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-22,C25-A-206,SE,C25-A-206,CN,DAA,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-23,C25-A-201,CN,C25-A-201,DAA,SE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-23,C25-B-217,DAA,C25-B-217,CN,EE,C25-A-216,SE,C25-A-203(L),DAA(L),DAA(L),---,X,---,X,---,X,X
WED,CSE-23,C25-A-211,EE,C25-A-211,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-23,C25-A-213,DAA,C25-A-213,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-23,---,X,C25-A-204(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-24,C25-A-216,CN,C25-A-302(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-24,---,X,C25-A-218,SE,EE,C25-A-218,DAA,C25-A-204(L),CN(L),CN(L),---,X,---,X,---,X,X
WED,CSE-24,C25-A-213,SE,C25-A-213,EE,DAA,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-24,C25-A-301,DAA,C25-A-301,SE,CN,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-24,C25-A-207,CN,C25-A-207,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-25,C25-A-206,CN,C25-A-206,SE,EE,---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-25,C25-A-006,EE,C25-A-102(L),DAA(L),DAA(L),C25-A-118,SE,C25-A-118,DAA,X,---,X,C25-B-019,CN,---,X,X
WED,CSE-25,C25-A-306,DAA,C25-A-103(L),CN(L),CN(L),---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-25,C25-A-306,DAA,C25-A-306,EE,SE,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-25,---,X,C25-A-208,CN,SE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON,CSE-26,C25-A-218,EE,C25-A-303(L),DAA(L),DAA(L),---,X,---,X,X,---,X,---,X,---,X,X
TUE,CSE-26,---,X,---,X,X,C25-A-201,DAA,C25-A-212(L),CN(L),CN(L),---,X,C25-A-109,CN,C25-A-109,SE,X
WED,CSE-26,C25-A-301,EE,C25-A-301,SE,CN,---,X,---,X,X,---,X,---,X,---,X,X
THU,CSE-26,C25-A-307,CN,C25-A-307,SE,DAA,---,X,---,X,X,---,X,---,X,---,X,X
FRI,CSE-26,C25-A-209,DAA,C25-A-209,EE,SE,---,X,---,X,X,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
