MON(1),CSE-25,---,X,---,X,X,C25-A-114,IND4,C25-A-114,DS,DSD,---,X,C25-A-213,PS,---,X,X
TUE(0),CSE-25,---,X,C25-A-011,IND4,DSD,C25-A-011,AFL,C25-A-011,PS,DS,---,X,---,X,---,X,X
WED(0),CSE-25,---,X,C25-B-118(L),DSD(L),DSD(L),C25-A-016,DS,C25-A-016,AFL,PS,---,X,---,X,---,X,X
THU(1),CSE-25,---,X,---,X,X,C25-A-016,STW,C25-A-016,DS,DSD,---,X,C25-A-107,AFL,C25-A-107,PS,X
FRI(1),CSE-25,---,X,---,X,X,C25-A-311,AFL,C25-B-304(L),DS(L),DS(L),---,X,C25-A-210,STW,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON(1),CSE-26,---,X,---,X,X,C25-A-115,PS,C25-A-115,DSD,DS,---,X,C25-A-107,STW,C25-A-107,AFL,X
TUE(1),CSE-26,---,X,---,X,X,---,X,C25-B-315,DS,AFL,---,X,C25-B-210,IND4,C25-B-210,PS,X
WED(0),CSE-26,---,X,C25-B-218(L),DSD(L),DSD(L),C25-A-018,AFL,C25-A-018,DSD,DS,---,X,---,X,---,X,X
THU(0),CSE-26,---,X,C25-A-118,STW,DSD,C25-A-018,DS,C25-A-018,PS,IND4,---,X,---,X,---,X,X
FRI(1),CSE-26,---,X,---,X,X,C25-A-018,AFL,C25-A-018,PS,X,---,X,C25-A-103(L),DS(L),C25-A-103(L),DS(L),X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON(0),CSE-27,---,X,C25-A-216,DS,DSD,C25-A-116,AFL,C25-A-116,IND4,PS,---,X,---,X,---,X,X
TUE(1),CSE-27,---,X,---,X,X,---,X,C25-B-302(L),DS(L),DS(L),---,X,C25-B-219,DS,C25-B-219,PS,X
WED(1),CSE-27,---,X,---,X,X,C25-A-114,STW,C25-A-114,DSD,AFL,---,X,C25-A-010,DS,---,X,X
THU(1),CSE-27,---,X,---,X,X,C25-B-213,DSD,C25-B-018(L),DSD(L),DSD(L),---,X,C25-A-108,PS,C25-A-108,AFL,X
FRI(0),CSE-27,---,X,C25-A-214,DS,PS,C25-A-114,IND4,C25-A-114,STW,AFL,---,X,---,X,---,X,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON(1),CSE-28,---,X,---,X,X,C25-A-118,AFL,C25-A-118,PS,STW,---,X,C25-A-108,DSD,C25-A-108,DS,X
TUE(0),CSE-28,---,X,C25-A-014,IND4,DS,C25-A-014,AFL,C25-A-014,DSD,PS,---,X,---,X,---,X,X
WED(0),CSE-28,---,X,C25-B-104(L),DS(L),DS(L),C25-A-115,DS,C25-A-115,AFL,X,---,X,---,X,---,X,X
THU(0),CSE-28,---,X,C25-B-218(L),DSD(L),DSD(L),C25-A-114,PS,C25-A-114,AFL,X,---,X,---,X,---,X,X
FRI(1),CSE-28,---,X,---,X,X,C25-A-115,DS,C25-A-115,PS,STW,---,X,C25-A-109,IND4,C25-A-109,DSD,X
,,,,,,,,,,,,,,,,,,
DAY,Section,ROOM1,8-9,ROOM2,9-10,10-11,ROOM3,11-12,ROOM4,12-1,1-2,ROOM5,2-3,ROOM6,3.15-4.15,ROOM7,4.15-5.15,5.15-6.15
MON(0),CSE-29,---,X,C25-A-218,X,DS,C25-A-214,DSD,C25-A-214,PS,AFL,---,X,---,X,---,X,X
TUE(1),CSE-29,---,X,---,X,X,---,X,C25-B-113,DSD,AFL,---,X,C25-B-301,IND4,C25-B-301,DS,X
WED(1),CSE-29,---,X,---,X,X,C25-A-116,STW,C25-A-116,DS,DSD,---,X,C25-A-011,AFL,C25-A-011,PS,X
