Roll Number,Section
2306381,BD_IT-05
2306382,BD_IT-05
2306383,BD_IT-05
2306384,BD_IT-05
2306387,BD_IT-05
2306396,BD_IT-05
2306403,BD_IT-05
2329001,CI_CE-01
2329006,CI_CE-01
2329007,CI_CE-01
2329013,CI_CE-01
2329014,CI_CE-01
2329019,CI_CE-01
2329020,CI_CE-01
2329022,CI_CE-01
2329023,CI_CE-01
2329024,CI_CE-01
2329025,CI_CE-01
2329028,CI_CE-01
2329030,CI_CE-01
2329031,CI_CE-01
2329035,CI_CE-01
2329038,CI_CE-01
2329043,CI_CE-01
2329055,CI_CE-01
2329057,CI_CE-01
2329059,CI_CE-01
2329065,CI_CE-01
2329068,CI_CE-01
2329074,CI_CE-01
2329079,CI_CE-01
2329080,CI_CE-01
2329092,CI_CE-01
2329096,CI_CE-01
2329097,CI_CE-01
2329101,CI_CE-01
2329106,CI_CE-01
2329107,CI_CE-01
2329118,CI_CE-01
2329121,CI_CE-01
2329130,CI_CE-01
2329135,CI_CE-01
2329136,CI_CE-01
2329140,CI_CE-01
2329146,CI_CE-01
2329148,CI_CE-01
2329159,CI_CE-01
2329163,CI_CE-01
2329164,CI_CE-01
2329165,CI_CE-01
2329170,CI_CE-01
2329171,CI_CE-01
2329172,CI_CE-01
2329176,CI_CE-01
2329181,CI_CE-01
2329184,CI_CE-01
2329186,CI_CE-01
2329187,CI_CE-01
2329188,CI_CE-01
2329192,CI_CE-01
2329196,CI_CE-01
2329197,CI_CE-01
2329198,CI_CE-01
2329204,CI_CE-01
2329206,CI_CE-01
2329207,CI_CE-01
2329209,CI_CE-01
2329210,CI_CE-01
2329211,CI_CE-01
2329214,CI_CE-01
2329223,CI_CE-01
2329225,CI_CE-01
2329226,CI_CE-01
2329227,CI_CE-01
2329233,CI_CE-01
2305014,CI_CS-01
2305088,CI_CS-01
2305240,CI_CS-01
2305270,CI_CS-01
2305325,CI_CS-01
2305328,CI_CS-01
2305370,CI_CS-01
2305468,CI_CS-01
2305475,CI_CS-01
2305495,CI_CS-01
2305501,CI_CS-01
2305539,CI_CS-01
2305544,CI_CS-01
2305564,CI_CS-01
2305589,CI_CS-01
2305635,CI_CS-01
2305731,CI_CS-01
2305847,CI_CS-01
2305906,CI_CS-01
2305927,CI_CS-01
23051040,CI_CS-01
23051060,CI_CS-01
23051149,CI_CS-01
23051214,CI_CS-01
23051242,CI_CS-01
23051252,CI_CS-01
23051376,CI_CS-01
23051405,CI_CS-01
23051567,CI_CS-01
23051663,CI_CS-01
23051684,CI_CS-01
23051849,CI_CS-01
23051884,CI_CS-01
23051903,CI_CS-01
23052015,CI_CS-01
23052030,CI_CS-01
23052041,CI_CS-01
23052070,CI_CS-01
23052116,CI_CS-01
23052218,CI_CS-01
23052267,CI_CS-01
23052268,CI_CS-01
23052281,CI_CS-01
23052471,CI_CS-01
23052582,CI_CS-01
23052616,CI_CS-01
23052671,CI_CS-01
23052712,CI_CS-01
23052751,CI_CS-01
23052758,CI_CS-01
23052812,CI_CS-01
23052836,CI_CS-01
23052862,CI_CS-01
23052866,CI_CS-01
23052947,CI_CS-01
23052958,CI_CS-01
23052987,CI_CS-01
23053079,CI_CS-01
23053197,CI_CS-01
23053406,CI_CS-01
23053474,CI_CS-01
23053517,CI_CS-01
23053596,CI_CS-01
23053597,CI_CS-01
23053598,CI_CS-01
23053664,CI_CS-01
23053680,CI_CS-01
23053706,CI_CS-01
23053723,CI_CS-01
23053727,CI_CS-01
23053799,CI_CS-01
23053912,CI_CS-01
24057030,CI_CS-01
24057069,CI_CS-01
24057095,CI_CS-01
2305058,CI_CS-02
2305139,CI_CS-02
2305272,CI_CS-02
2305354,CI_CS-02
2305478,CI_CS-02
2305509,CI_CS-02
2305574,CI_CS-02
2305604,CI_CS-02
2305643,CI_CS-02
2305667,CI_CS-02
2305672,CI_CS-02
2305678,CI_CS-02
2305687,CI_CS-02
2305811,CI_CS-02
2305825,CI_CS-02
2305918,CI_CS-02
2305922,CI_CS-02
2305930,CI_CS-02
23051017,CI_CS-02
23051074,CI_CS-02
23051082,CI_CS-02
23051098,CI_CS-02
23051154,CI_CS-02
23051164,CI_CS-02
23051298,CI_CS-02
23051327,CI_CS-02
23051361,CI_CS-02
23051363,CI_CS-02
23051377,CI_CS-02
23051378,CI_CS-02
23051388,CI_CS-02
23051500,CI_CS-02
23051564,CI_CS-02
23051761,CI_CS-02
23051950,CI_CS-02
23052028,CI_CS-02
23052037,CI_CS-02
23052141,CI_CS-02
23052143,CI_CS-02
23052148,CI_CS-02
23052250,CI_CS-02
23052282,CI_CS-02
23052376,CI_CS-02
23052461,CI_CS-02
23052462,CI_CS-02
23052522,CI_CS-02
23052526,CI_CS-02
23052557,CI_CS-02
23052690,CI_CS-02
23052700,CI_CS-02
23052943,CI_CS-02
23052990,CI_CS-02
23053026,CI_CS-02
23053088,CI_CS-02
23053099,CI_CS-02
23053130,CI_CS-02
23053179,CI_CS-02
23053258,CI_CS-02
23053266,CI_CS-02
23053274,CI_CS-02
23053318,CI_CS-02
23053331,CI_CS-02
23053400,CI_CS-02
23053403,CI_CS-02
23053407,CI_CS-02
23053436,CI_CS-02
23053465,CI_CS-02
23053471,CI_CS-02
23053498,CI_CS-02
23053545,CI_CS-02
23053618,CI_CS-02
23053683,CI_CS-02
23053820,CI_CS-02
23053834,CI_CS-02
23053878,CI_CS-02
2305046,CI_CS-03
2305081,CI_CS-03
2305092,CI_CS-03
2305105,CI_CS-03
2305112,CI_CS-03
2305169,CI_CS-03
2305171,CI_CS-03
2305173,CI_CS-03
2305187,CI_CS-03
2305273,CI_CS-03
2305285,CI_CS-03
2305295,CI_CS-03
2305371,CI_CS-03
2305437,CI_CS-03
2305488,CI_CS-03
2305499,CI_CS-03
2305507,CI_CS-03
2305518,CI_CS-03
2305597,CI_CS-03
2305698,CI_CS-03
2305702,CI_CS-03
2305741,CI_CS-03
2305766,CI_CS-03
2305797,CI_CS-03
2305809,CI_CS-03
2305813,CI_CS-03
2305850,CI_CS-03
2305965,CI_CS-03
22054136,CI_CS-03
23051000,CI_CS-03
23051057,CI_CS-03
23051175,CI_CS-03
23051182,CI_CS-03
23051226,CI_CS-03
23051236,CI_CS-03
23051389,CI_CS-03
23051453,CI_CS-03
23051547,CI_CS-03
23051574,CI_CS-03
23051637,CI_CS-03
23051760,CI_CS-03
23051890,CI_CS-03
23051935,CI_CS-03
23051956,CI_CS-03
23052009,CI_CS-03
23052060,CI_CS-03
23052087,CI_CS-03
23052093,CI_CS-03
23052134,CI_CS-03
23052169,CI_CS-03
23052179,CI_CS-03
23052191,CI_CS-03
23052227,CI_CS-03
23052289,CI_CS-03
23052310,CI_CS-03
23052404,CI_CS-03
23052544,CI_CS-03
23052611,CI_CS-03
23052617,CI_CS-03
23052628,CI_CS-03
23052752,CI_CS-03
23053375,CI_CS-03
23053391,CI_CS-03
23053430,CI_CS-03
23053587,CI_CS-03
23053589,CI_CS-03
23053595,CI_CS-03
23053637,CI_CS-03
23053761,CI_CS-03
23053934,CI_CS-03
24057039,CI_CS-03
24057040,CI_CS-03
24057070,CI_CS-03
24057076,CI_CS-03
2305178,CI_CS-04
2305282,CI_CS-04
2305317,CI_CS-04
2305362,CI_CS-04
2305364,CI_CS-04
2305416,CI_CS-04
2305491,CI_CS-04
2305547,CI_CS-04
2305592,CI_CS-04
2305669,CI_CS-04
2305729,CI_CS-04
2305870,CI_CS-04
2305912,CI_CS-04
2305944,CI_CS-04
23051008,CI_CS-04
23051024,CI_CS-04
23051035,CI_CS-04
23051137,CI_CS-04
23051141,CI_CS-04
23051143,CI_CS-04
23051183,CI_CS-04
23051253,CI_CS-04
23051318,CI_CS-04
23051325,CI_CS-04
23051381,CI_CS-04
23051404,CI_CS-04
23051527,CI_CS-04
23051692,CI_CS-04
23051844,CI_CS-04
23051852,CI_CS-04
23051870,CI_CS-04
23051959,CI_CS-04
23052072,CI_CS-04
23052094,CI_CS-04
23052115,CI_CS-04
23052132,CI_CS-04
23052152,CI_CS-04
23052198,CI_CS-04
23052220,CI_CS-04
23052239,CI_CS-04
23052284,CI_CS-04
23052285,CI_CS-04
23052365,CI_CS-04
23052389,CI_CS-04
23052422,CI_CS-04
23052646,CI_CS-04
23052678,CI_CS-04
23052747,CI_CS-04
23052759,CI_CS-04
23052869,CI_CS-04
23052925,CI_CS-04
23053007,CI_CS-04
23053044,CI_CS-04
23053119,CI_CS-04
23053131,CI_CS-04
23053139,CI_CS-04
23053149,CI_CS-04
23053309,CI_CS-04
23053443,CI_CS-04
23053497,CI_CS-04
23053563,CI_CS-04
23053656,CI_CS-04
23053816,CI_CS-04
23053829,CI_CS-04
23053865,CI_CS-04
23053875,CI_CS-04
23053876,CI_CS-04
23053888,CI_CS-04
23053902,CI_CS-04
24057036,CI_CS-04
24057037,CI_CS-04
24057073,CI_CS-04
24057103,CI_CS-04
24057109,CI_CS-04
2305006,CI_CS-05
2305008,CI_CS-05
2305047,CI_CS-05
2305054,CI_CS-05
2305057,CI_CS-05
2305199,CI_CS-05
2305287,CI_CS-05
2305289,CI_CS-05
2305305,CI_CS-05
2305323,CI_CS-05
2305415,CI_CS-05
2305434,CI_CS-05
2305448,CI_CS-05
2305486,CI_CS-05
2305549,CI_CS-05
2305658,CI_CS-05
2305774,CI_CS-05
2305819,CI_CS-05
2305824,CI_CS-05
2305873,CI_CS-05
2305945,CI_CS-05
23051028,CI_CS-05
23051034,CI_CS-05
23051117,CI_CS-05
23051221,CI_CS-05
23051322,CI_CS-05
23051332,CI_CS-05
23051412,CI_CS-05
23051548,CI_CS-05
23051575,CI_CS-05
23051623,CI_CS-05
23051650,CI_CS-05
23051673,CI_CS-05
23051756,CI_CS-05
23051907,CI_CS-05
23051930,CI_CS-05
23051937,CI_CS-05
23051958,CI_CS-05
23052001,CI_CS-05
23052075,CI_CS-05
23052181,CI_CS-05
23052238,CI_CS-05
23052245,CI_CS-05
23052302,CI_CS-05
23052308,CI_CS-05
23052354,CI_CS-05
23052374,CI_CS-05
23052377,CI_CS-05
23052414,CI_CS-05
23052493,CI_CS-05
23052570,CI_CS-05
23052577,CI_CS-05
23052649,CI_CS-05
23052718,CI_CS-05
23052830,CI_CS-05
23052858,CI_CS-05
23052860,CI_CS-05
23052989,CI_CS-05
23053002,CI_CS-05
23053206,CI_CS-05
23053299,CI_CS-05
23053346,CI_CS-05
23053364,CI_CS-05
23053546,CI_CS-05
23053553,CI_CS-05
23053567,CI_CS-05
23053662,CI_CS-05
23053782,CI_CS-05
23053835,CI_CS-05
23053930,CI_CS-05
23053931,CI_CS-05
23053941,CI_CS-05
24057008,CI_CS-05
24057055,CI_CS-05
2305043,CI_CS-06
2305125,CI_CS-06
2305129,CI_CS-06
2305131,CI_CS-06
2305134,CI_CS-06
2305182,CI_CS-06
2305229,CI_CS-06
2305258,CI_CS-06
2305294,CI_CS-06
2305399,CI_CS-06
2305483,CI_CS-06
2305562,CI_CS-06
2305644,CI_CS-06
2305661,CI_CS-06
2305884,CI_CS-06
2305911,CI_CS-06
2305913,CI_CS-06
2305935,CI_CS-06
2305983,CI_CS-06
2305989,CI_CS-06
23051110,CI_CS-06
23051198,CI_CS-06
23051356,CI_CS-06
23051374,CI_CS-06
23051379,CI_CS-06
23051409,CI_CS-06
23051446,CI_CS-06
23051461,CI_CS-06
23051724,CI_CS-06
23051775,CI_CS-06
23051785,CI_CS-06
23051793,CI_CS-06
23051798,CI_CS-06
23051954,CI_CS-06
23052065,CI_CS-06
23052283,CI_CS-06
23052304,CI_CS-06
23052349,CI_CS-06
23052364,CI_CS-06
23052395,CI_CS-06
23052418,CI_CS-06
23052564,CI_CS-06
23052565,CI_CS-06
23052567,CI_CS-06
23052714,CI_CS-06
23052744,CI_CS-06
23052789,CI_CS-06
23052801,CI_CS-06
23052874,CI_CS-06
23053234,CI_CS-06
23053288,CI_CS-06
23053547,CI_CS-06
23053582,CI_CS-06
23053588,CI_CS-06
23053601,CI_CS-06
23053672,CI_CS-06
23053686,CI_CS-06
23053694,CI_CS-06
23053722,CI_CS-06
23053919,CI_CS-06
23053923,CI_CS-06
24057001,CI_CS-06
24057025,CI_CS-06
24057027,CI_CS-06
24057032,CI_CS-06
24057038,CI_CS-06
24057061,CI_CS-06
24057072,CI_CS-06
24057081,CI_CS-06
24057084,CI_CS-06
24057085,CI_CS-06
24057091,CI_CS-06
2305021,CI_CS-07
2305045,CI_CS-07
2305082,CI_CS-07
2305133,CI_CS-07
2305156,CI_CS-07
2305157,CI_CS-07
2305222,CI_CS-07
2305227,CI_CS-07
2305319,CI_CS-07
2305411,CI_CS-07
2305425,CI_CS-07
2305559,CI_CS-07
2305613,CI_CS-07
2305623,CI_CS-07
2305627,CI_CS-07
2305660,CI_CS-07
2305665,CI_CS-07
2305666,CI_CS-07
2305730,CI_CS-07
2305941,CI_CS-07
23051090,CI_CS-07
23051273,CI_CS-07
23051301,CI_CS-07
23051352,CI_CS-07
23051354,CI_CS-07
23051355,CI_CS-07
23051372,CI_CS-07
23051504,CI_CS-07
23051585,CI_CS-07
23051624,CI_CS-07
23051626,CI_CS-07
23051723,CI_CS-07
23051734,CI_CS-07
23051881,CI_CS-07
23051887,CI_CS-07
23051901,CI_CS-07
23051977,CI_CS-07
23052066,CI_CS-07
23052329,CI_CS-07
23052360,CI_CS-07
23052380,CI_CS-07
23052424,CI_CS-07
23052514,CI_CS-07
23052532,CI_CS-07
23052534,CI_CS-07
23052625,CI_CS-07
23052701,CI_CS-07
23052762,CI_CS-07
23052872,CI_CS-07
23052883,CI_CS-07
23052894,CI_CS-07
23052959,CI_CS-07
23052960,CI_CS-07
23053032,CI_CS-07
23053085,CI_CS-07
23053110,CI_CS-07
23053168,CI_CS-07
23053186,CI_CS-07
23053503,CI_CS-07
23053552,CI_CS-07
23053603,CI_CS-07
23053632,CI_CS-07
23053638,CI_CS-07
23053667,CI_CS-07
23053668,CI_CS-07
23053670,CI_CS-07
23053671,CI_CS-07
23053717,CI_CS-07
23053747,CI_CS-07
23053817,CI_CS-07
24057015,CI_CS-07
24057066,CI_CS-07
24057098,CI_CS-07
2305275,CI_CS-08
2305403,CI_CS-08
2305470,CI_CS-08
2305533,CI_CS-08
2305556,CI_CS-08
2305638,CI_CS-08
2305641,CI_CS-08
2305668,CI_CS-08
2305716,CI_CS-08
2305737,CI_CS-08
2305756,CI_CS-08
2305769,CI_CS-08
2305783,CI_CS-08
23051027,CI_CS-08
23051039,CI_CS-08
23051100,CI_CS-08
23051121,CI_CS-08
23051267,CI_CS-08
23051445,CI_CS-08
23051456,CI_CS-08
23051638,CI_CS-08
23051704,CI_CS-08
23051759,CI_CS-08
23051873,CI_CS-08
23051879,CI_CS-08
23052010,CI_CS-08
23052016,CI_CS-08
23052067,CI_CS-08
23052090,CI_CS-08
23052092,CI_CS-08
23052101,CI_CS-08
23052103,CI_CS-08
23052202,CI_CS-08
23052317,CI_CS-08
23052356,CI_CS-08
23052359,CI_CS-08
23052440,CI_CS-08
23052518,CI_CS-08
23052672,CI_CS-08
23052681,CI_CS-08
23052694,CI_CS-08
23052706,CI_CS-08
23052717,CI_CS-08
23052735,CI_CS-08
23052814,CI_CS-08
23052871,CI_CS-08
23052941,CI_CS-08
23052984,CI_CS-08
23053017,CI_CS-08
23053031,CI_CS-08
23053050,CI_CS-08
23053052,CI_CS-08
23053067,CI_CS-08
23053098,CI_CS-08
23053148,CI_CS-08
23053330,CI_CS-08
23053539,CI_CS-08
23053564,CI_CS-08
23053616,CI_CS-08
23053736,CI_CS-08
23053790,CI_CS-08
23053811,CI_CS-08
23053813,CI_CS-08
23053821,CI_CS-08
23053822,CI_CS-08
23053828,CI_CS-08
23053874,CI_CS-08
23053897,CI_CS-08
23053918,CI_CS-08
23053935,CI_CS-08
23053940,CI_CS-08
24057104,CI_CS-08
2305149,CI_CS-09
2305320,CI_CS-09
2305336,CI_CS-09
2305342,CI_CS-09
2305346,CI_CS-09
2305360,CI_CS-09
2305409,CI_CS-09
2305435,CI_CS-09
2305619,CI_CS-09
2305806,CI_CS-09
2305810,CI_CS-09
2305938,CI_CS-09
2305979,CI_CS-09
23051012,CI_CS-09
23051079,CI_CS-09
23051081,CI_CS-09
23051091,CI_CS-09
23051125,CI_CS-09
23051222,CI_CS-09
23051233,CI_CS-09
23051270,CI_CS-09
23051343,CI_CS-09
23051398,CI_CS-09
23051508,CI_CS-09
23051594,CI_CS-09
23051648,CI_CS-09
23051668,CI_CS-09
23051693,CI_CS-09
23051729,CI_CS-09
23051758,CI_CS-09
23051768,CI_CS-09
23051850,CI_CS-09
23051919,CI_CS-09
23051924,CI_CS-09
23051971,CI_CS-09
23051972,CI_CS-09
23052050,CI_CS-09
23052082,CI_CS-09
23052111,CI_CS-09
23052294,CI_CS-09
23052340,CI_CS-09
23052464,CI_CS-09
23052561,CI_CS-09
23052679,CI_CS-09
23052719,CI_CS-09
23052732,CI_CS-09
23052743,CI_CS-09
23052748,CI_CS-09
23052899,CI_CS-09
23052927,CI_CS-09
23052973,CI_CS-09
23053040,CI_CS-09
23053043,CI_CS-09
23053123,CI_CS-09
23053159,CI_CS-09
23053161,CI_CS-09
23053162,CI_CS-09
23053167,CI_CS-09
23053171,CI_CS-09
23053172,CI_CS-09
23053232,CI_CS-09
23053251,CI_CS-09
23053269,CI_CS-09
23053333,CI_CS-09
23053359,CI_CS-09
23053374,CI_CS-09
23053388,CI_CS-09
23053489,CI_CS-09
23053559,CI_CS-09
23053562,CI_CS-09
23053600,CI_CS-09
23053633,CI_CS-09
23053679,CI_CS-09
23053824,CI_CS-09
23053851,CI_CS-09
23053936,CI_CS-09
2305017,CI_CS-10
2305102,CI_CS-10
2305111,CI_CS-10
2305197,CI_CS-10
2305202,CI_CS-10
2305231,CI_CS-10
2305254,CI_CS-10
2305297,CI_CS-10
2305333,CI_CS-10
2305367,CI_CS-10
2305385,CI_CS-10
2305397,CI_CS-10
2305401,CI_CS-10
2305557,CI_CS-10
2305558,CI_CS-10
2305577,CI_CS-10
2305606,CI_CS-10
2305782,CI_CS-10
2305932,CI_CS-10
23051123,CI_CS-10
23051155,CI_CS-10
23051246,CI_CS-10
23051257,CI_CS-10
23051266,CI_CS-10
23051284,CI_CS-10
23051288,CI_CS-10
23051345,CI_CS-10
23051369,CI_CS-10
23051537,CI_CS-10
23051540,CI_CS-10
23051541,CI_CS-10
23051633,CI_CS-10
23051848,CI_CS-10
23051857,CI_CS-10
23051865,CI_CS-10
23051931,CI_CS-10
23051945,CI_CS-10
23052139,CI_CS-10
23052197,CI_CS-10
23052204,CI_CS-10
23052216,CI_CS-10
23052316,CI_CS-10
23052431,CI_CS-10
23052436,CI_CS-10
23052439,CI_CS-10
23052468,CI_CS-10
23052508,CI_CS-10
23052554,CI_CS-10
23052580,CI_CS-10
23052597,CI_CS-10
23052702,CI_CS-10
23052839,CI_CS-10
23053013,CI_CS-10
23053120,CI_CS-10
23053188,CI_CS-10
23053217,CI_CS-10
